ShipmentNumber,ExceptionCode,ExceptionDescription,ExceptionCategory,SeverityCode,ExceptionStatus,ExceptionDateTime,ResolvedDateTime,DelayMinutesImpact,ResponsibleParty,Notes
SHP0005232,WX,Weather Delay,Weather,High,Closed,2025-03-22 20:42:48,2025-03-23 18:45:59,979,Carrier,Shipment delayed because of weather conditions.
SHP0005234,WX,Weather Delay,Weather,High,Closed,2025-09-23 10:43:23,2025-09-23 20:53:08,433,Carrier,Shipment delayed because of weather conditions.
SHP0005239,DAMG,Damaged Shipment,Damage,High,Closed,2025-09-02 05:01:25,2025-09-02 20:27:19,587,Carrier,Shipment flagged for damage inspection.
SHP0005240,MSCN,Missed Scan,Process,Medium,Closed,2025-08-09 07:04:07,2025-08-09 09:11:40,94,Operations,Expected scan was not captured on time.
SHP0005245,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-01-28 19:32:01,2025-01-29 09:54:22,478,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0005247,WX,Weather Delay,Weather,High,Closed,2025-03-01 11:03:09,2025-03-01 19:30:35,397,Carrier,Shipment delayed because of weather conditions.
SHP0005248,WX,Weather Delay,Weather,High,Closed,2025-09-11 06:13:13,2025-09-12 02:59:54,1018,Carrier,Shipment delayed because of weather conditions.
SHP0005249,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-02-24 00:45:19,2025-02-24 22:24:36,756,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0005253,ADDR,Address Issue,Address,Medium,Closed,2025-08-04 23:43:05,2025-08-06 07:57:41,1387,Customer,Delivery address requires correction or validation.
SHP0005259,ADDR,Address Issue,Address,Medium,Open,2025-07-26 01:08:01,,405,Customer,Delivery address requires correction or validation.
SHP0005260,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-02-08 07:01:09,2025-02-08 23:08:36,597,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0005261,WX,Weather Delay,Weather,High,Closed,2025-02-23 20:13:06,2025-02-24 19:36:16,913,Carrier,Shipment delayed because of weather conditions.
SHP0005263,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-07-11 21:34:28,2025-07-12 15:18:25,588,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0005265,DAMG,Damaged Shipment,Damage,High,Closed,2025-03-16 08:06:24,2025-03-16 22:32:49,445,Carrier,Shipment flagged for damage inspection.
SHP0005269,WX,Weather Delay,Weather,High,Closed,2025-08-03 10:19:46,2025-08-04 06:56:28,921,Carrier,Shipment delayed because of weather conditions.
SHP0005270,DAMG,Damaged Shipment,Damage,High,Closed,2025-03-21 04:38:25,2025-03-23 03:08:07,2309,Carrier,Shipment flagged for damage inspection.
SHP0005271,MSCN,Missed Scan,Process,Medium,Closed,2025-02-21 22:18:09,2025-02-22 09:37:16,119,Operations,Expected scan was not captured on time.
SHP0005274,MECH,Equipment Failure,Mechanical,High,Closed,2025-01-06 04:07:55,2025-01-06 21:21:43,273,Carrier,Equipment failure caused an operational delay.
SHP0005276,MSCN,Missed Scan,Process,Medium,Closed,2025-07-27 02:32:30,2025-07-27 17:52:12,429,Operations,Expected scan was not captured on time.
SHP0005277,WX,Weather Delay,Weather,High,Closed,2025-07-08 07:20:18,2025-07-09 09:44:14,1005,Carrier,Shipment delayed because of weather conditions.
SHP0005278,ADDR,Address Issue,Address,Medium,Closed,2025-04-18 01:52:23,2025-04-18 12:39:55,491,Customer,Delivery address requires correction or validation.
SHP0005279,WX,Weather Delay,Weather,High,Closed,2025-05-15 06:07:37,2025-05-15 14:45:54,455,Carrier,Shipment delayed because of weather conditions.
SHP0005280,ADDR,Address Issue,Address,Medium,Closed,2025-01-19 22:24:52,2025-01-21 08:13:42,1282,Customer,Delivery address requires correction or validation.
SHP0005282,WX,Weather Delay,Weather,High,Closed,2025-07-14 02:25:30,2025-07-14 16:55:13,657,Carrier,Shipment delayed because of weather conditions.
SHP0005283,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-09-03 07:07:40,2025-09-03 20:14:08,80,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0005284,ADDR,Address Issue,Address,Medium,Closed,2025-03-02 02:38:45,2025-03-03 00:27:12,1050,Customer,Delivery address requires correction or validation.
SHP0005291,DAMG,Damaged Shipment,Damage,High,Closed,2025-03-23 15:09:59,2025-03-25 23:27:15,2683,Carrier,Shipment flagged for damage inspection.
SHP0005292,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-06-18 05:21:00,2025-06-18 22:56:12,487,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0005294,ADDR,Address Issue,Address,Medium,Closed,2025-07-03 00:08:14,2025-07-03 19:27:22,823,Customer,Delivery address requires correction or validation.
SHP0005297,MSCN,Missed Scan,Process,Medium,Closed,2025-07-01 06:46:41,2025-07-01 15:22:38,461,Operations,Expected scan was not captured on time.
SHP0005299,MSCN,Missed Scan,Process,Medium,Closed,2025-06-08 15:53:15,2025-06-09 10:06:34,314,Operations,Expected scan was not captured on time.
SHP0005300,DAMG,Damaged Shipment,Damage,High,Closed,2025-02-27 05:13:18,2025-02-27 11:23:43,1562,Carrier,Shipment flagged for damage inspection.
SHP0005303,WX,Weather Delay,Weather,High,Open,2025-03-19 23:33:43,,1668,Carrier,Shipment delayed because of weather conditions.
SHP0005304,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-07-08 04:45:31,2025-07-08 20:09:37,373,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0005307,WX,Weather Delay,Weather,High,Closed,2025-05-04 21:31:54,2025-05-05 12:11:36,587,Carrier,Shipment delayed because of weather conditions.
SHP0005309,WX,Weather Delay,Weather,High,Closed,2025-03-18 10:30:29,2025-03-19 17:33:13,1308,Carrier,Shipment delayed because of weather conditions.
SHP0005312,MSCN,Missed Scan,Process,Medium,Closed,2025-04-20 06:18:07,2025-04-20 20:29:44,490,Operations,Expected scan was not captured on time.
SHP0005315,ADDR,Address Issue,Address,Medium,Closed,2025-06-16 03:37:35,2025-06-16 18:15:45,435,Customer,Delivery address requires correction or validation.
SHP0005317,MSCN,Missed Scan,Process,Medium,Open,2025-07-11 19:49:05,,399,Operations,Expected scan was not captured on time.
SHP0005324,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-05-29 23:33:19,2025-05-30 04:46:50,236,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0005333,MECH,Equipment Failure,Mechanical,High,Closed,2025-07-16 16:12:45,2025-07-17 10:39:39,663,Carrier,Equipment failure caused an operational delay.
SHP0005339,WX,Weather Delay,Weather,High,Closed,2025-01-15 18:19:52,2025-01-16 14:05:05,627,Carrier,Shipment delayed because of weather conditions.
SHP0005340,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-03-28 20:50:46,2025-03-29 16:50:33,772,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0005341,WX,Weather Delay,Weather,High,Open,2025-05-27 01:14:09,,597,Carrier,Shipment delayed because of weather conditions.
SHP0005349,WX,Weather Delay,Weather,High,Closed,2025-06-19 21:52:20,2025-06-20 11:42:06,546,Carrier,Shipment delayed because of weather conditions.
SHP0005358,MECH,Equipment Failure,Mechanical,High,Closed,2025-02-22 02:34:57,2025-02-22 22:11:49,998,Carrier,Equipment failure caused an operational delay.
SHP0005359,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-01-05 21:53:55,2025-01-06 15:31:06,924,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0005362,ADDR,Address Issue,Address,Medium,Closed,2025-06-09 01:09:30,2025-06-09 09:02:09,366,Customer,Delivery address requires correction or validation.
SHP0005363,DAMG,Damaged Shipment,Damage,High,Closed,2025-06-17 22:19:35,2025-06-18 16:34:44,618,Carrier,Shipment flagged for damage inspection.
SHP0005364,ADDR,Address Issue,Address,Medium,Closed,2025-09-11 02:24:33,2025-09-12 03:19:47,1296,Customer,Delivery address requires correction or validation.
SHP0005365,WX,Weather Delay,Weather,High,Closed,2025-07-09 03:25:37,2025-07-10 07:05:19,1495,Carrier,Shipment delayed because of weather conditions.
SHP0005366,MSCN,Missed Scan,Process,Medium,Closed,2025-07-31 21:05:14,2025-08-01 09:13:52,280,Operations,Expected scan was not captured on time.
SHP0005367,MECH,Equipment Failure,Mechanical,High,Closed,2025-02-19 02:12:49,2025-02-19 20:57:19,345,Carrier,Equipment failure caused an operational delay.
SHP0005369,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-06-16 11:26:23,2025-06-17 08:36:17,938,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0005374,WX,Weather Delay,Weather,High,Closed,2025-04-21 23:18:08,2025-04-22 19:07:23,937,Carrier,Shipment delayed because of weather conditions.
SHP0005377,ADDR,Address Issue,Address,Medium,Closed,2025-07-18 11:34:43,2025-07-18 19:25:30,537,Customer,Delivery address requires correction or validation.
SHP0005379,MSCN,Missed Scan,Process,Medium,Open,2025-05-26 16:16:58,,156,Operations,Expected scan was not captured on time.
SHP0005383,DAMG,Damaged Shipment,Damage,High,Closed,2025-07-13 15:31:19,2025-07-14 12:52:05,853,Carrier,Shipment flagged for damage inspection.
SHP0005385,WX,Weather Delay,Weather,High,Closed,2025-04-19 08:24:22,2025-04-20 01:17:54,805,Carrier,Shipment delayed because of weather conditions.
SHP0005388,DAMG,Damaged Shipment,Damage,High,Closed,2025-01-26 09:00:22,2025-01-27 03:24:44,795,Carrier,Shipment flagged for damage inspection.
SHP0005394,DAMG,Damaged Shipment,Damage,High,Closed,2025-06-11 23:52:38,2025-06-13 16:07:15,1888,Carrier,Shipment flagged for damage inspection.
SHP0005395,ADDR,Address Issue,Address,Medium,Closed,2025-01-27 12:07:35,2025-01-28 21:24:36,1221,Customer,Delivery address requires correction or validation.
SHP0005396,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-02-04 06:08:44,2025-02-04 19:09:01,435,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0005398,MSCN,Missed Scan,Process,Medium,Closed,2025-01-17 13:11:00,2025-01-17 19:59:22,61,Operations,Expected scan was not captured on time.
SHP0005399,MECH,Equipment Failure,Mechanical,High,Closed,2025-05-05 19:05:23,2025-05-06 18:09:01,1008,Carrier,Equipment failure caused an operational delay.
SHP0005405,DAMG,Damaged Shipment,Damage,High,Closed,2025-04-14 19:03:46,2025-04-16 21:28:26,2740,Carrier,Shipment flagged for damage inspection.
SHP0005410,MSCN,Missed Scan,Process,Medium,Closed,2025-04-05 09:47:30,2025-04-05 21:46:17,447,Operations,Expected scan was not captured on time.
SHP0005413,DAMG,Damaged Shipment,Damage,High,Closed,2025-07-22 13:54:22,2025-07-23 04:26:42,425,Carrier,Shipment flagged for damage inspection.
SHP0005414,MSCN,Missed Scan,Process,Medium,Closed,2025-08-27 09:44:54,2025-08-28 00:43:18,290,Operations,Expected scan was not captured on time.
SHP0005416,WX,Weather Delay,Weather,High,Closed,2025-04-28 03:38:42,2025-04-28 20:05:20,545,Carrier,Shipment delayed because of weather conditions.
SHP0005419,MSCN,Missed Scan,Process,Medium,Closed,2025-09-26 14:24:35,2025-09-26 20:26:36,70,Operations,Expected scan was not captured on time.
SHP0005420,WX,Weather Delay,Weather,High,Closed,2025-02-20 00:07:54,2025-02-20 14:08:45,696,Carrier,Shipment delayed because of weather conditions.
SHP0005424,WX,Weather Delay,Weather,High,Closed,2025-06-08 09:30:42,2025-06-09 11:51:28,1062,Carrier,Shipment delayed because of weather conditions.
SHP0005428,WX,Weather Delay,Weather,High,Closed,2025-04-26 18:58:17,2025-04-27 09:39:28,921,Carrier,Shipment delayed because of weather conditions.
SHP0005431,MECH,Equipment Failure,Mechanical,High,Closed,2025-06-21 09:03:03,2025-06-22 02:01:11,655,Carrier,Equipment failure caused an operational delay.
SHP0005433,WX,Weather Delay,Weather,High,Closed,2025-02-02 09:58:50,2025-02-03 05:09:22,517,Carrier,Shipment delayed because of weather conditions.
SHP0005435,MSCN,Missed Scan,Process,Medium,Closed,2025-07-20 16:45:52,2025-07-20 22:06:19,109,Operations,Expected scan was not captured on time.
SHP0005436,MSCN,Missed Scan,Process,Medium,Closed,2025-01-07 21:47:24,2025-01-08 04:02:08,350,Operations,Expected scan was not captured on time.
SHP0005438,DAMG,Damaged Shipment,Damage,High,Closed,2025-03-08 02:45:44,2025-03-09 11:12:26,1273,Carrier,Shipment flagged for damage inspection.
SHP0005440,WX,Weather Delay,Weather,High,Closed,2025-09-25 23:30:20,2025-09-27 02:04:22,1478,Carrier,Shipment delayed because of weather conditions.
SHP0005441,MECH,Equipment Failure,Mechanical,High,Closed,2025-08-31 12:16:47,2025-08-31 19:55:16,200,Carrier,Equipment failure caused an operational delay.
SHP0005443,MSCN,Missed Scan,Process,Medium,Closed,2025-03-07 19:29:11,2025-03-08 06:51:24,262,Operations,Expected scan was not captured on time.
SHP0005444,ADDR,Address Issue,Address,Medium,Closed,2025-07-15 06:20:17,2025-07-15 19:31:42,676,Customer,Delivery address requires correction or validation.
SHP0005445,MSCN,Missed Scan,Process,Medium,Closed,2025-02-06 01:31:18,2025-02-06 13:40:47,509,Operations,Expected scan was not captured on time.
SHP0005452,MECH,Equipment Failure,Mechanical,High,Closed,2025-01-13 18:51:25,2025-01-14 20:26:31,1151,Carrier,Equipment failure caused an operational delay.
SHP0005457,MSCN,Missed Scan,Process,Medium,Closed,2025-04-03 19:49:24,2025-04-04 00:26:53,139,Operations,Expected scan was not captured on time.
SHP0005460,WX,Weather Delay,Weather,High,Closed,2025-08-26 07:01:11,2025-08-26 16:38:37,356,Carrier,Shipment delayed because of weather conditions.
SHP0005462,MSCN,Missed Scan,Process,Medium,Closed,2025-06-13 07:52:39,2025-06-13 10:55:51,62,Operations,Expected scan was not captured on time.
SHP0005464,WX,Weather Delay,Weather,High,Closed,2025-08-09 12:49:08,2025-08-10 13:30:26,1467,Carrier,Shipment delayed because of weather conditions.
SHP0005470,DAMG,Damaged Shipment,Damage,High,Closed,2025-02-18 02:17:48,2025-02-19 19:52:26,1861,Carrier,Shipment flagged for damage inspection.
SHP0005480,ADDR,Address Issue,Address,Medium,Open,2025-09-23 05:18:29,,1402,Customer,Delivery address requires correction or validation.
SHP0005483,ADDR,Address Issue,Address,Medium,Closed,2025-08-07 18:14:13,2025-08-08 07:12:03,402,Customer,Delivery address requires correction or validation.
SHP0005485,ADDR,Address Issue,Address,Medium,Closed,2025-08-24 18:19:32,2025-08-25 01:08:21,648,Customer,Delivery address requires correction or validation.
SHP0005488,WX,Weather Delay,Weather,High,Closed,2025-03-21 06:37:55,2025-03-22 00:45:19,835,Carrier,Shipment delayed because of weather conditions.
SHP0005490,ADDR,Address Issue,Address,Medium,Closed,2025-08-20 06:01:26,2025-08-21 06:13:46,1158,Customer,Delivery address requires correction or validation.
SHP0005493,MECH,Equipment Failure,Mechanical,High,Closed,2025-01-16 21:01:30,2025-01-17 10:04:17,417,Carrier,Equipment failure caused an operational delay.
SHP0005494,MSCN,Missed Scan,Process,Medium,Closed,2025-02-15 20:28:00,2025-02-16 02:48:52,279,Operations,Expected scan was not captured on time.
SHP0005500,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-08-07 18:25:48,2025-08-08 05:35:10,310,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0005506,ADDR,Address Issue,Address,Medium,Closed,2025-05-28 08:16:47,2025-05-29 06:18:55,1062,Customer,Delivery address requires correction or validation.
SHP0005507,WX,Weather Delay,Weather,High,Closed,2025-08-01 01:45:40,2025-08-01 17:16:14,624,Carrier,Shipment delayed because of weather conditions.
SHP0005509,ADDR,Address Issue,Address,Medium,Closed,2025-01-07 20:18:45,2025-01-08 18:57:35,869,Customer,Delivery address requires correction or validation.
SHP0005513,WX,Weather Delay,Weather,High,Closed,2025-08-15 19:47:30,2025-08-17 03:01:09,1678,Carrier,Shipment delayed because of weather conditions.
SHP0005517,ADDR,Address Issue,Address,Medium,Open,2025-01-04 15:39:37,,387,Customer,Delivery address requires correction or validation.
SHP0005519,MSCN,Missed Scan,Process,Medium,Closed,2025-03-01 02:38:23,2025-03-01 15:26:58,262,Operations,Expected scan was not captured on time.
SHP0005521,DAMG,Damaged Shipment,Damage,High,Closed,2025-09-17 15:33:29,2025-09-18 15:24:13,906,Carrier,Shipment flagged for damage inspection.
SHP0005522,MSCN,Missed Scan,Process,Medium,Closed,2025-03-24 17:13:31,2025-03-25 00:30:25,147,Operations,Expected scan was not captured on time.
SHP0005523,WX,Weather Delay,Weather,High,Closed,2025-02-05 19:50:31,2025-02-07 03:27:30,1170,Carrier,Shipment delayed because of weather conditions.
SHP0005524,WX,Weather Delay,Weather,High,Closed,2025-06-29 03:06:40,2025-06-30 13:15:18,1489,Carrier,Shipment delayed because of weather conditions.
SHP0005525,DAMG,Damaged Shipment,Damage,High,Closed,2025-01-06 23:42:12,2025-01-08 14:13:29,1882,Carrier,Shipment flagged for damage inspection.
SHP0005529,MSCN,Missed Scan,Process,Medium,Open,2025-07-21 15:10:05,,154,Operations,Expected scan was not captured on time.
SHP0005532,ADDR,Address Issue,Address,Medium,Closed,2025-05-24 06:59:42,2025-05-24 14:58:06,325,Customer,Delivery address requires correction or validation.
SHP0005533,WX,Weather Delay,Weather,High,Closed,2025-09-21 17:06:30,2025-09-22 19:17:13,1066,Carrier,Shipment delayed because of weather conditions.
SHP0005535,ADDR,Address Issue,Address,Medium,Closed,2025-08-27 17:32:08,2025-08-28 16:53:02,1371,Customer,Delivery address requires correction or validation.
SHP0005537,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-02-21 13:43:15,2025-02-21 18:21:04,100,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0005538,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-05-05 04:02:54,2025-05-05 21:16:22,338,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0005540,WX,Weather Delay,Weather,High,Closed,2025-01-03 15:04:52,2025-01-04 12:56:21,1191,Carrier,Shipment delayed because of weather conditions.
SHP0005542,MSCN,Missed Scan,Process,Medium,Closed,2025-05-09 05:26:55,2025-05-09 23:23:32,472,Operations,Expected scan was not captured on time.
SHP0005543,ADDR,Address Issue,Address,Medium,Open,2025-08-16 18:51:33,,683,Customer,Delivery address requires correction or validation.
SHP0005546,MSCN,Missed Scan,Process,Medium,Closed,2025-05-28 16:35:02,2025-05-29 09:29:27,275,Operations,Expected scan was not captured on time.
