ShipmentNumber,EventSequenceNumber,StatusCode,StatusDescription,EventDateTime,LocationCode,ScanType,EventSource,ExceptionCode,Notes
SHP0004530,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-05-12 10:18:00,ATL_HUB,System,TMS,,
SHP0004530,3,PICKED_UP,Shipment picked up from origin facility.,2025-05-12 14:48:48,ATL_HUB,Scan,Handheld,,
SHP0004530,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-05-12 16:44:08,ATL_HUB,Scan,Handheld,,
SHP0004530,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-05-12 17:13:07,ORL_DEP,Scan,EDI,,
SHP0004530,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-05-12 23:49:05,ORL_DEP,Scan,Handheld,,
SHP0004530,7,DELIVERED,Shipment delivered to customer.,2025-05-13 01:46:08,ORL_DEP,Delivery,Handheld,,
SHP0004531,1,CREATED,Shipment created in transportation management system.,2025-04-09 00:17:00,OMA_HUB,System,TMS,,
SHP0004531,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-04-09 01:17:00,OMA_HUB,System,TMS,,
SHP0004531,3,PICKED_UP,Shipment picked up from origin facility.,2025-04-09 16:39:11,OMA_HUB,Scan,Handheld,,
SHP0004531,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-04-09 17:27:07,OMA_HUB,Scan,Handheld,,
SHP0004531,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-04-09 18:39:36,CHI_DC,Scan,EDI,,
SHP0004531,6,DAMAGE_REPORTED,Shipment flagged for damage inspection.,2025-04-09 12:58:58,OMA_HUB,Alert,CarrierEDI,DAMG,Shipment flagged for damage inspection.
SHP0004531,7,RESOLVED,Shipment exception resolved.,2025-04-11 17:07:44,CHI_DC,System,TMS,DAMG,Exception closed and shipment released.
SHP0004531,8,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-04-11 18:33:57,CHI_DC,Scan,Handheld,,
SHP0004531,9,DELIVERED,Shipment delivered to customer.,2025-04-11 21:10:03,CHI_DC,Delivery,Handheld,,
SHP0004532,1,CREATED,Shipment created in transportation management system.,2025-04-24 22:04:00,DAL_DC,System,TMS,,
SHP0004532,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-04-24 23:04:00,DAL_DC,System,TMS,,
SHP0004532,3,PICKED_UP,Shipment picked up from origin facility.,2025-04-25 13:45:51,DAL_DC,Scan,Handheld,,
SHP0004532,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-04-25 15:21:41,DAL_DC,Scan,Handheld,,
SHP0004532,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-04-26 04:50:23,CHI_DC,Scan,EDI,,
SHP0004532,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-04-26 04:10:39,CHI_DC,Scan,Handheld,,
SHP0004532,7,DELIVERED,Shipment delivered to customer.,2025-04-26 07:55:43,CHI_DC,Delivery,Handheld,,
SHP0004533,1,CREATED,Shipment created in transportation management system.,2025-06-23 16:57:00,PHX_DC,System,TMS,,
SHP0004533,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-06-23 17:57:00,PHX_DC,System,TMS,,
SHP0004533,3,PICKED_UP,Shipment picked up from origin facility.,2025-06-24 03:53:33,PHX_DC,Scan,Handheld,,
SHP0004533,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-06-24 05:15:39,PHX_DC,Scan,Handheld,,
SHP0004533,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-06-24 18:01:30,DAL_DC,Scan,EDI,,
SHP0004533,6,WEATHER_HOLD,Shipment delayed because of weather conditions.,2025-06-24 11:41:34,PHX_DC,Alert,CarrierEDI,WX,Shipment delayed because of weather conditions.
SHP0004533,7,RESOLVED,Shipment exception resolved.,2025-06-25 16:17:03,DAL_DC,System,TMS,WX,Exception closed and shipment released.
SHP0004533,8,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-06-25 16:25:39,DAL_DC,Scan,Handheld,,
SHP0004533,9,DELIVERED,Shipment delivered to customer.,2025-06-25 20:53:23,DAL_DC,Delivery,Handheld,,
SHP0004534,1,CREATED,Shipment created in transportation management system.,2025-06-08 07:33:00,ATL_HUB,System,TMS,,
SHP0004534,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-06-08 08:33:00,ATL_HUB,System,TMS,,
SHP0004534,3,PICKED_UP,Shipment picked up from origin facility.,2025-06-09 03:39:29,ATL_HUB,Scan,Handheld,,
SHP0004534,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-06-09 04:58:52,ATL_HUB,Scan,Handheld,,
SHP0004534,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-06-09 03:38:20,MIA_DC,Scan,EDI,,
SHP0004534,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-06-09 13:10:18,MIA_DC,Scan,Handheld,,
SHP0004534,7,DELIVERED,Shipment delivered to customer.,2025-06-09 17:19:35,MIA_DC,Delivery,Handheld,,
SHP0004535,1,CREATED,Shipment created in transportation management system.,2025-06-13 03:55:00,KC_DEP,System,TMS,,
SHP0004535,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-06-13 04:55:00,KC_DEP,System,TMS,,
SHP0004535,3,PICKED_UP,Shipment picked up from origin facility.,2025-06-13 10:40:00,KC_DEP,Scan,Handheld,,
SHP0004535,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-06-13 13:28:53,KC_DEP,Scan,Handheld,,
SHP0004535,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-06-13 16:36:37,CHI_DC,Scan,EDI,,
SHP0004535,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-06-13 18:05:11,CHI_DC,Scan,Handheld,,
SHP0004535,7,DELIVERED,Shipment delivered to customer.,2025-06-13 22:05:03,CHI_DC,Delivery,Handheld,,
SHP0004536,1,CREATED,Shipment created in transportation management system.,2025-01-13 20:20:00,DAL_DC,System,TMS,,
SHP0004536,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-01-13 21:20:00,DAL_DC,System,TMS,,
SHP0004536,3,PICKED_UP,Shipment picked up from origin facility.,2025-01-13 23:31:54,DAL_DC,Scan,Handheld,,
SHP0004536,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-01-14 00:26:26,DAL_DC,Scan,Handheld,,
SHP0004536,5,MISSED_SCAN_ALERT,Expected scan was not captured on time.,2025-01-14 03:38:22,DEN_DC,Alert,CarrierEDI,MSCN,Expected scan was not captured on time.
SHP0004536,6,RESOLVED,Shipment exception resolved.,2025-01-14 17:56:03,DEN_DC,System,TMS,MSCN,Exception closed and shipment released.
SHP0004536,7,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-01-14 17:28:57,DEN_DC,Scan,Handheld,,
SHP0004536,8,DELIVERED,Shipment delivered to customer.,2025-01-14 19:59:43,DEN_DC,Delivery,Handheld,,
SHP0004537,1,CREATED,Shipment created in transportation management system.,2025-04-03 04:26:00,LAX_DC,System,TMS,,
SHP0004537,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-04-03 05:26:00,LAX_DC,System,TMS,,
SHP0004537,3,PICKED_UP,Shipment picked up from origin facility.,2025-04-03 15:12:35,LAX_DC,Scan,Handheld,,
SHP0004537,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-04-03 17:22:24,LAX_DC,Scan,Handheld,,
SHP0004537,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-04-03 12:07:21,SAN_DEP,Scan,EDI,,
SHP0004537,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-04-03 19:57:17,SAN_DEP,Scan,Handheld,,
SHP0004537,7,DELIVERED,Shipment delivered to customer.,2025-04-03 23:13:19,SAN_DEP,Delivery,Handheld,,
SHP0004538,1,CREATED,Shipment created in transportation management system.,2025-08-08 03:22:00,SEA_DC,System,TMS,,
SHP0004538,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-08-08 04:22:00,SEA_DC,System,TMS,,
SHP0004538,3,PICKED_UP,Shipment picked up from origin facility.,2025-08-08 23:16:51,SEA_DC,Scan,Handheld,,
SHP0004538,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-08-09 01:02:43,SEA_DC,Scan,Handheld,,
SHP0004538,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-08-08 19:58:06,PDX_DEP,Scan,EDI,,
SHP0004538,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-08-08 21:44:25,PDX_DEP,Scan,Handheld,,
SHP0004538,7,DELIVERED,Shipment delivered to customer.,2025-08-08 23:19:11,PDX_DEP,Delivery,Handheld,,
SHP0004539,1,CREATED,Shipment created in transportation management system.,2025-03-11 21:25:00,PHX_DC,System,TMS,,
SHP0004539,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-03-11 22:25:00,PHX_DC,System,TMS,,
SHP0004539,3,PICKED_UP,Shipment picked up from origin facility.,2025-03-12 03:59:14,PHX_DC,Scan,Handheld,,
SHP0004539,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-03-12 06:14:44,PHX_DC,Scan,Handheld,,
SHP0004539,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-03-12 22:55:43,DAL_DC,Scan,EDI,,
SHP0004539,6,DAMAGE_REPORTED,Shipment flagged for damage inspection.,2025-03-13 01:09:37,PHX_DC,Alert,CarrierEDI,DAMG,Shipment flagged for damage inspection.
SHP0004539,7,EXCEPTION_OPEN,Shipment is pending exception resolution.,2025-09-30 22:00:00,DAL_DC,System,TMS,DAMG,Customer-impacting exception remains open.
SHP0004540,1,CREATED,Shipment created in transportation management system.,2025-04-30 12:10:00,LAX_DC,System,TMS,,
SHP0004540,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-04-30 13:10:00,LAX_DC,System,TMS,,
SHP0004540,3,PICKED_UP,Shipment picked up from origin facility.,2025-05-01 02:30:48,LAX_DC,Scan,Handheld,,
SHP0004540,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-05-01 03:28:18,LAX_DC,Scan,Handheld,,
SHP0004540,5,MISSED_SCAN_ALERT,Expected scan was not captured on time.,2025-04-30 11:41:26,SAN_DEP,Alert,CarrierEDI,MSCN,Expected scan was not captured on time.
SHP0004540,6,RESOLVED,Shipment exception resolved.,2025-05-01 07:37:42,SAN_DEP,System,TMS,MSCN,Exception closed and shipment released.
SHP0004540,7,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-05-01 05:43:51,SAN_DEP,Scan,Handheld,,
SHP0004540,8,DELIVERED,Shipment delivered to customer.,2025-05-01 08:42:14,SAN_DEP,Delivery,Handheld,,
SHP0004541,1,CREATED,Shipment created in transportation management system.,2025-07-01 03:27:00,HOU_HUB,System,TMS,,
SHP0004541,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-07-01 04:27:00,HOU_HUB,System,TMS,,
SHP0004541,3,PICKED_UP,Shipment picked up from origin facility.,2025-07-01 18:14:46,HOU_HUB,Scan,Handheld,,
SHP0004541,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-07-01 19:17:00,HOU_HUB,Scan,Handheld,,
SHP0004541,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-07-02 04:16:53,ATL_HUB,Scan,EDI,,
SHP0004541,6,WEATHER_HOLD,Shipment delayed because of weather conditions.,2025-07-02 03:33:35,HOU_HUB,Alert,CarrierEDI,WX,Shipment delayed because of weather conditions.
SHP0004541,7,RESOLVED,Shipment exception resolved.,2025-07-03 03:28:59,ATL_HUB,System,TMS,WX,Exception closed and shipment released.
SHP0004541,8,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-07-03 04:07:33,ATL_HUB,Scan,Handheld,,
SHP0004541,9,DELIVERED,Shipment delivered to customer.,2025-07-03 09:24:20,ATL_HUB,Delivery,Handheld,,
SHP0004542,1,CREATED,Shipment created in transportation management system.,2025-01-16 13:49:00,DEN_DC,System,TMS,,
SHP0004542,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-01-16 14:49:00,DEN_DC,System,TMS,,
SHP0004542,3,PICKED_UP,Shipment picked up from origin facility.,2025-01-17 06:48:27,DEN_DC,Scan,Handheld,,
SHP0004542,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-01-17 08:50:59,DEN_DC,Scan,Handheld,,
SHP0004542,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-01-17 08:40:01,OMA_HUB,Scan,EDI,,
SHP0004542,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-01-17 19:09:25,OMA_HUB,Scan,Handheld,,
SHP0004542,7,DELIVERED,Shipment delivered to customer.,2025-01-17 22:30:38,OMA_HUB,Delivery,Handheld,,
SHP0004543,1,CREATED,Shipment created in transportation management system.,2025-04-01 00:14:00,PHX_DC,System,TMS,,
SHP0004543,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-04-01 01:14:00,PHX_DC,System,TMS,,
SHP0004543,3,PICKED_UP,Shipment picked up from origin facility.,2025-04-01 07:03:32,PHX_DC,Scan,Handheld,,
SHP0004543,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-04-01 07:59:28,PHX_DC,Scan,Handheld,,
SHP0004543,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-04-01 22:43:27,DAL_DC,Scan,EDI,,
SHP0004543,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-04-02 04:53:27,DAL_DC,Scan,Handheld,,
SHP0004543,7,DELIVERED,Shipment delivered to customer.,2025-04-02 06:47:05,DAL_DC,Delivery,Handheld,,
SHP0004544,1,CREATED,Shipment created in transportation management system.,2025-07-08 23:21:00,ATL_HUB,System,TMS,,
SHP0004544,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-07-09 00:21:00,ATL_HUB,System,TMS,,
SHP0004544,3,PICKED_UP,Shipment picked up from origin facility.,2025-07-09 14:13:12,ATL_HUB,Scan,Handheld,,
SHP0004544,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-07-09 17:03:52,ATL_HUB,Scan,Handheld,,
SHP0004544,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-07-09 15:35:32,MIA_DC,Scan,EDI,,
SHP0004544,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-07-09 20:35:53,MIA_DC,Scan,Handheld,,
SHP0004544,7,DELIVERED,Shipment delivered to customer.,2025-07-09 23:29:22,MIA_DC,Delivery,Handheld,,
SHP0004545,1,CREATED,Shipment created in transportation management system.,2025-03-31 10:47:00,PHX_DC,System,TMS,,
SHP0004545,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-03-31 11:47:00,PHX_DC,System,TMS,,
SHP0004545,3,PICKED_UP,Shipment picked up from origin facility.,2025-03-31 17:52:32,PHX_DC,Scan,Handheld,,
SHP0004545,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-03-31 20:16:18,PHX_DC,Scan,Handheld,,
SHP0004545,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-03-31 20:10:52,ABQ_HUB,Scan,EDI,,
SHP0004545,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-03-31 18:08:45,ABQ_HUB,Scan,Handheld,,
SHP0004545,7,DELIVERED,Shipment delivered to customer.,2025-03-31 22:33:30,ABQ_HUB,Delivery,Handheld,,
SHP0004546,1,CREATED,Shipment created in transportation management system.,2025-02-11 13:17:00,DAL_DC,System,TMS,,
SHP0004546,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-02-11 14:17:00,DAL_DC,System,TMS,,
SHP0004546,3,PICKED_UP,Shipment picked up from origin facility.,2025-02-12 09:41:07,DAL_DC,Scan,Handheld,,
SHP0004546,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-02-12 12:40:09,DAL_DC,Scan,Handheld,,
SHP0004546,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-02-12 15:35:34,DEN_DC,Scan,EDI,,
SHP0004546,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-02-13 00:23:21,DEN_DC,Scan,Handheld,,
SHP0004546,7,DELIVERED,Shipment delivered to customer.,2025-02-13 04:50:15,DEN_DC,Delivery,Handheld,,
SHP0004547,1,CREATED,Shipment created in transportation management system.,2025-09-16 14:15:00,PHX_DC,System,TMS,,
SHP0004547,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-09-16 15:15:00,PHX_DC,System,TMS,,
SHP0004547,3,PICKED_UP,Shipment picked up from origin facility.,2025-09-16 23:04:40,PHX_DC,Scan,Handheld,,
SHP0004547,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-09-16 23:55:57,PHX_DC,Scan,Handheld,,
SHP0004547,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-09-16 20:43:58,LAS_HUB,Scan,EDI,,
SHP0004547,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-09-16 23:35:24,LAS_HUB,Scan,Handheld,,
SHP0004547,7,DELIVERED,Shipment delivered to customer.,2025-09-17 02:55:20,LAS_HUB,Delivery,Handheld,,
SHP0004548,1,CREATED,Shipment created in transportation management system.,2025-04-02 03:21:00,DEN_DC,System,TMS,,
SHP0004548,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-04-02 04:21:00,DEN_DC,System,TMS,,
SHP0004548,3,PICKED_UP,Shipment picked up from origin facility.,2025-04-02 09:02:46,DEN_DC,Scan,Handheld,,
SHP0004548,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-04-02 11:10:22,DEN_DC,Scan,Handheld,,
SHP0004548,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-04-02 13:07:10,OMA_HUB,Scan,EDI,,
SHP0004548,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-04-03 00:48:46,OMA_HUB,Scan,Handheld,,
SHP0004548,7,DELIVERED,Shipment delivered to customer.,2025-04-03 03:55:20,OMA_HUB,Delivery,Handheld,,
SHP0004549,1,CREATED,Shipment created in transportation management system.,2025-01-24 05:55:00,PHX_DC,System,TMS,,
SHP0004549,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-01-24 06:55:00,PHX_DC,System,TMS,,
SHP0004549,3,PICKED_UP,Shipment picked up from origin facility.,2025-01-24 18:21:51,PHX_DC,Scan,Handheld,,
SHP0004549,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-01-24 20:34:05,PHX_DC,Scan,Handheld,,
SHP0004549,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-01-25 11:12:43,DAL_DC,Scan,EDI,,
SHP0004549,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-01-25 18:23:53,DAL_DC,Scan,Handheld,,
SHP0004549,7,DELIVERED,Shipment delivered to customer.,2025-01-25 23:35:05,DAL_DC,Delivery,Handheld,,
SHP0004550,1,CREATED,Shipment created in transportation management system.,2025-03-10 15:33:00,PHX_DC,System,TMS,,
SHP0004550,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-03-10 16:33:00,PHX_DC,System,TMS,,
SHP0004550,3,PICKED_UP,Shipment picked up from origin facility.,2025-03-11 04:28:08,PHX_DC,Scan,Handheld,,
SHP0004550,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-03-11 05:35:54,PHX_DC,Scan,Handheld,,
SHP0004550,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-03-11 04:01:48,ABQ_HUB,Scan,EDI,,
SHP0004550,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-03-11 11:45:50,ABQ_HUB,Scan,Handheld,,
SHP0004550,7,DELIVERED,Shipment delivered to customer.,2025-03-11 13:19:50,ABQ_HUB,Delivery,Handheld,,
SHP0004551,1,CREATED,Shipment created in transportation management system.,2025-09-30 15:34:00,TUS_HUB,System,TMS,,
SHP0004551,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-09-30 16:34:00,TUS_HUB,System,TMS,,
SHP0004551,3,PICKED_UP,Shipment picked up from origin facility.,2025-09-30 22:05:42,TUS_HUB,Scan,Handheld,,
SHP0004551,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-09-30 23:06:02,TUS_HUB,Scan,Handheld,,
SHP0004551,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-09-30 16:53:51,PHX_DC,Scan,EDI,,
SHP0004551,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-10-01 00:14:49,PHX_DC,Scan,Handheld,,
SHP0004551,7,DELIVERED,Shipment delivered to customer.,2025-10-01 04:18:14,PHX_DC,Delivery,Handheld,,
SHP0004552,1,CREATED,Shipment created in transportation management system.,2025-04-27 03:57:00,SEA_DC,System,TMS,,
SHP0004552,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-04-27 04:57:00,SEA_DC,System,TMS,,
SHP0004552,3,PICKED_UP,Shipment picked up from origin facility.,2025-04-27 23:51:55,SEA_DC,Scan,Handheld,,
SHP0004552,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-04-28 01:39:48,SEA_DC,Scan,Handheld,,
SHP0004552,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-04-27 21:14:42,PDX_DEP,Scan,EDI,,
SHP0004552,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-04-27 21:49:07,PDX_DEP,Scan,Handheld,,
SHP0004552,7,DELIVERED,Shipment delivered to customer.,2025-04-28 00:34:06,PDX_DEP,Delivery,Handheld,,
SHP0004553,1,CREATED,Shipment created in transportation management system.,2025-07-23 21:41:00,PHX_DC,System,TMS,,
SHP0004553,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-07-23 22:41:00,PHX_DC,System,TMS,,
SHP0004553,3,PICKED_UP,Shipment picked up from origin facility.,2025-07-24 03:33:54,PHX_DC,Scan,Handheld,,
SHP0004553,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-07-24 05:21:39,PHX_DC,Scan,Handheld,,
SHP0004553,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-07-24 03:25:38,LAS_HUB,Scan,EDI,,
SHP0004553,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-07-24 05:47:31,LAS_HUB,Scan,Handheld,,
SHP0004553,7,DELIVERED,Shipment delivered to customer.,2025-07-24 10:09:37,LAS_HUB,Delivery,Handheld,,
SHP0004554,1,CREATED,Shipment created in transportation management system.,2025-01-13 22:57:00,DEN_DC,System,TMS,,
SHP0004554,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-01-13 23:57:00,DEN_DC,System,TMS,,
SHP0004554,3,PICKED_UP,Shipment picked up from origin facility.,2025-01-14 07:10:08,DEN_DC,Scan,Handheld,,
SHP0004554,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-01-14 08:19:33,DEN_DC,Scan,Handheld,,
SHP0004554,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-01-14 14:32:14,OMA_HUB,Scan,EDI,,
SHP0004554,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-01-14 16:43:40,OMA_HUB,Scan,Handheld,,
SHP0004554,7,DELIVERED,Shipment delivered to customer.,2025-01-14 20:57:04,OMA_HUB,Delivery,Handheld,,
SHP0004555,1,CREATED,Shipment created in transportation management system.,2025-06-30 13:07:00,DAL_DC,System,TMS,,
SHP0004555,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-06-30 14:07:00,DAL_DC,System,TMS,,
SHP0004555,3,PICKED_UP,Shipment picked up from origin facility.,2025-06-30 18:24:28,DAL_DC,Scan,Handheld,,
SHP0004555,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-06-30 20:09:22,DAL_DC,Scan,Handheld,,
SHP0004555,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-07-01 04:39:16,CHI_DC,Scan,EDI,,
SHP0004555,6,WEATHER_HOLD,Shipment delayed because of weather conditions.,2025-06-30 23:58:10,DAL_DC,Alert,CarrierEDI,WX,Shipment delayed because of weather conditions.
SHP0004555,7,RESOLVED,Shipment exception resolved.,2025-07-02 01:34:17,CHI_DC,System,TMS,WX,Exception closed and shipment released.
SHP0004555,8,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-07-01 21:21:52,CHI_DC,Scan,Handheld,,
SHP0004555,9,DELIVERED,Shipment delivered to customer.,2025-07-02 02:08:25,CHI_DC,Delivery,Handheld,,
SHP0004556,1,CREATED,Shipment created in transportation management system.,2025-09-11 01:11:00,OMA_HUB,System,TMS,,
SHP0004556,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-09-11 02:11:00,OMA_HUB,System,TMS,,
SHP0004556,3,PICKED_UP,Shipment picked up from origin facility.,2025-09-11 19:06:17,OMA_HUB,Scan,Handheld,,
SHP0004556,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-09-11 22:05:52,OMA_HUB,Scan,Handheld,,
SHP0004556,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-09-11 19:59:15,CHI_DC,Scan,EDI,,
